url,path,sitemap_source,all_sitemap_sources,source_count,route_type,route_family,language,is_localised_variant,content_bucket,likely_indexable,canonical_risk,canonical_cluster,notes
https://zazadraft.com/,/,primary_entries,primary_entries,1,homepage,homepage,en,no,core_commercial_pages,yes,low,root,
https://zazadraft.com/about,/about,core_marketing_entries,core_marketing_entries,1,static_page,static_page,en,no,core_commercial_pages,yes,low,about,
https://zazadraft.com/about/company,/about/company,core_marketing_entries,core_marketing_entries,1,static_page,static_page,en,no,core_commercial_pages,yes,low,about,
https://zazadraft.com/about/founder,/about/founder,core_marketing_entries,core_marketing_entries,1,static_page,static_page,en,no,core_commercial_pages,yes,low,about,
https://zazadraft.com/about/founder-story,/about/founder-story,core_marketing_entries,core_marketing_entries,1,static_page,static_page,en,no,core_commercial_pages,yes,low,about,
https://zazadraft.com/about/press,/about/press,core_marketing_entries,core_marketing_entries,1,static_page,static_page,en,no,core_commercial_pages,yes,low,about,
https://zazadraft.com/ai-for-student-reports,/ai-for-student-reports,campaign_and_tool_entries,campaign_and_tool_entries,1,static_page,static_page,en,no,pricing_conversion_pages,yes,low,ai-for-student-reports,High-intent conversion or problem-solution landing page.
https://zazadraft.com/ai-literacy,/ai-literacy,content_hub_entries,content_hub_entries,1,static_page,static_page,en,no,learning_editorial_pages,yes,low,ai-literacy,
https://zazadraft.com/ai-parent-email-generator-for-teachers,/ai-parent-email-generator-for-teachers,teacher_writing_entries,teacher_writing_entries,1,teacher_writing_page,teacher_writing_page,en,no,programmatic_seo_pages,yes,medium,teacher_writing_cluster,Programmatic or cluster page. Confirm distinct intent before scaling further.
https://zazadraft.com/ai-report-writing-for-teachers,/ai-report-writing-for-teachers,teacher_writing_entries,teacher_writing_entries,1,teacher_writing_page,teacher_writing_page,en,no,programmatic_seo_pages,yes,medium,teacher_writing_cluster,Programmatic or cluster page. Confirm distinct intent before scaling further.
https://zazadraft.com/ai-tone-tutor-for-difficult-teacher-emails,/ai-tone-tutor-for-difficult-teacher-emails,topical_cluster_entries,topical_cluster_entries,1,topical_cluster_page,topical_cluster_page,en,no,programmatic_seo_pages,yes,medium,topical_cluster,Programmatic or cluster page. Confirm distinct intent before scaling further.
https://zazadraft.com/alternative-to-chatgpt-for-teachers,/alternative-to-chatgpt-for-teachers,teacher_writing_entries,teacher_writing_entries,1,teacher_writing_page,teacher_writing_page,en,no,programmatic_seo_pages,yes,medium,teacher_writing_cluster,Programmatic or cluster page. Confirm distinct intent before scaling further.
https://zazadraft.com/alternative-to-magicschool-ai,/alternative-to-magicschool-ai,teacher_writing_entries,teacher_writing_entries,1,teacher_writing_page,teacher_writing_page,en,no,programmatic_seo_pages,yes,medium,teacher_writing_cluster,Programmatic or cluster page. Confirm distinct intent before scaling further.
https://zazadraft.com/alternative-to-teachmate-ai,/alternative-to-teachmate-ai,teacher_writing_entries,teacher_writing_entries,1,teacher_writing_page,teacher_writing_page,en,no,programmatic_seo_pages,yes,medium,teacher_writing_cluster,Programmatic or cluster page. Confirm distinct intent before scaling further.
https://zazadraft.com/alternatives,/alternatives,content_hub_entries,content_hub_entries|programmatic_entries,2,static_page,static_page,en,no,core_commercial_pages,yes,low,alternatives,Exact URL emitted by 2 sitemap groups before dedupe.
https://zazadraft.com/alternatives/chatgpt/angry-parent-replies,/alternatives/chatgpt/angry-parent-replies,programmatic_entries,programmatic_entries,1,comparison_page,comparison_page,en,no,programmatic_seo_pages,review,medium,comparison_matrix,Template-led commercial SEO page. Review canonical targets and thin-page risk.
https://zazadraft.com/alternatives/chatgpt/behaviour-notes,/alternatives/chatgpt/behaviour-notes,comparison_entries,comparison_entries,1,comparison_page,comparison_page,en,no,programmatic_seo_pages,review,medium,comparison_matrix,Template-led commercial SEO page. Review canonical targets and thin-page risk.
https://zazadraft.com/alternatives/chatgpt/de-escalation,/alternatives/chatgpt/de-escalation,comparison_entries,comparison_entries,1,comparison_page,comparison_page,en,no,programmatic_seo_pages,review,medium,comparison_matrix,Template-led commercial SEO page. Review canonical targets and thin-page risk.
https://zazadraft.com/alternatives/chatgpt/parent-emails,/alternatives/chatgpt/parent-emails,comparison_entries,comparison_entries|programmatic_entries,2,comparison_page,comparison_page,en,no,programmatic_seo_pages,review,medium,comparison_matrix,Exact URL emitted by 2 sitemap groups before dedupe. Template-led commercial SEO page. Review canonical targets and thin-page risk.
https://zazadraft.com/alternatives/chatgpt/parents-evening,/alternatives/chatgpt/parents-evening,comparison_entries,comparison_entries,1,comparison_page,comparison_page,en,no,programmatic_seo_pages,review,medium,comparison_matrix,Template-led commercial SEO page. Review canonical targets and thin-page risk.
https://zazadraft.com/alternatives/chatgpt/professional-teacher-tone,/alternatives/chatgpt/professional-teacher-tone,programmatic_entries,programmatic_entries,1,comparison_page,comparison_page,en,no,programmatic_seo_pages,review,medium,comparison_matrix,Template-led commercial SEO page. Review canonical targets and thin-page risk.
https://zazadraft.com/alternatives/chatgpt/report-comments,/alternatives/chatgpt/report-comments,comparison_entries,comparison_entries|programmatic_entries,2,comparison_page,comparison_page,en,no,programmatic_seo_pages,review,medium,comparison_matrix,Exact URL emitted by 2 sitemap groups before dedupe. Template-led commercial SEO page. Review canonical targets and thin-page risk.
https://zazadraft.com/alternatives/chatgpt/sen-support,/alternatives/chatgpt/sen-support,comparison_entries,comparison_entries,1,comparison_page,comparison_page,en,no,programmatic_seo_pages,review,medium,comparison_matrix,Template-led commercial SEO page. Review canonical targets and thin-page risk.
https://zazadraft.com/alternatives/claude/behaviour-notes,/alternatives/claude/behaviour-notes,comparison_entries,comparison_entries,1,comparison_page,comparison_page,en,no,programmatic_seo_pages,review,medium,comparison_matrix,Template-led commercial SEO page. Review canonical targets and thin-page risk.
https://zazadraft.com/alternatives/claude/de-escalation,/alternatives/claude/de-escalation,comparison_entries,comparison_entries,1,comparison_page,comparison_page,en,no,programmatic_seo_pages,review,medium,comparison_matrix,Template-led commercial SEO page. Review canonical targets and thin-page risk.
https://zazadraft.com/alternatives/claude/parent-emails,/alternatives/claude/parent-emails,comparison_entries,comparison_entries,1,comparison_page,comparison_page,en,no,programmatic_seo_pages,review,medium,comparison_matrix,Template-led commercial SEO page. Review canonical targets and thin-page risk.
https://zazadraft.com/alternatives/claude/parents-evening,/alternatives/claude/parents-evening,comparison_entries,comparison_entries,1,comparison_page,comparison_page,en,no,programmatic_seo_pages,review,medium,comparison_matrix,Template-led commercial SEO page. Review canonical targets and thin-page risk.
